id_produto,tipo,temperatura_ar,temperatura_processo,umidade_relativa,velocidade_rotacional,torque,desgaste_da_ferramenta,falha_maquina,falha_desgaste_ferramenta,falha_dissipacao_calor,falha_potencia,falha_tensao_excessiva,falha_aleatoria
H30276,H,296.1,306.8,90.0,1483.0,31.0,41.0,0,0,0,0,0,0
L49274,L,299.4,309.3,90.0,1377.0,43.6,28.0,0,0,0,0,0,0
L48127,L,295.6,306.2,90.0,1428.0,44.5,51.0,0,0,0,0,0,0
L52821,L,302.6,309.8,90.0,1473.0,37.3,184.0,0,0,0,0,0,0
L48624,L,299.0,310.2,90.0,1477.0,37.9,60.0,0,0,0,0,0,0
H30694,H,298.3,309.5,90.0,1521.0,37.1,84.0,0,0,0,0,0,0
H32524,H,299.9,309.2,90.0,1483.0,33.2,0.0,0,0,0,0,0,0
M23812,M,297.2,308.0,90.0,1478.0,42.5,56.0,0,0,0,0,0,0
L54789,L,300.5,311.3,90.0,1490.0,41.8,39.0,0,0,0,0,0,0
L52315,L,304.1,313.3,90.0,1883.0,24.5,190.0,0,0,0,0,0,0
L50196,L,300.5,309.8,90.0,1483.0,48.8,200.0,0,0,0,0,0,0
L49482,L,299.2,308.5,90.0,1515.0,39.8,94.0,0,0,0,0,0,0
L49184,L,298.5,308.2,90.0,1451.0,47.5,18.0,0,0,0,0,0,0
L51760,L,299.6,311.2,90.0,1494.0,37.0,67.0,0,0,0,0,0,0
L55884,L,297.1,308.5,90.0,1425.0,40.0,35.0,0,0,0,0,0,0
L48185,L,296.2,307.2,90.0,1382.0,52.0,201.0,0,0,0,0,0,0
M19998,M,304.3,313.6,90.0,1489.0,40.3,196.0,0,0,0,0,0,0
M19177,M,301.5,310.0,90.0,1417.0,44.6,49.0,0,0,0,0,0,0
M21418,M,301.5,310.6,90.0,1483.0,41.9,140.0,0,0,0,0,0,0
L51567,L,302.0,309.8,90.0,1532.0,39.4,2.0,0,0,0,0,0,0
L49312,L,299.4,309.0,90.0,1660.0,28.4,104.04401305817885,0,0,0,0,0,0
L51445,L,302.6,311.0,90.0,1424.0,38.0,144.0,0,0,0,0,0,0
L49237,L,299.5,309.3,90.0,1520.0,42.3,149.0,0,0,0,0,0,0
L52566,L,302.9,312.2,90.0,1469.0,42.0,214.0,0,0,0,0,0,0
L47409,L,298.3,308.5,90.0,1538.0,32.2,173.0,0,0,0,0,0,0
M17749,M,300.7,309.7,90.0,1523.0,38.2,73.0,0,0,0,0,0,0
L51652,L,302.7,310.6,90.0,1501.0,48.7,4.0,0,0,0,0,0,0
L53244,L,299.6,311.1,90.0,1889.0,23.8,170.0,0,0,0,0,0,0
H37338,H,300.7,311.9,90.0,1389.0,46.5,186.0,0,0,0,0,0,0
H37063,H,300.4,311.5,90.0,1662.0,29.0,137.0,0,0,0,0,0,0
H37795,H,298.8,310.0,90.0,1530.0,38.3,53.0,0,0,0,0,0,0
L47389,L,298.4,308.6,90.0,1483.0,44.0,124.0,0,0,0,0,0,0
M17618,M,299.7,309.2,90.0,1412.0,45.3,205.0,0,0,0,0,0,0
L55651,L,298.6,309.8,90.0,1332.0,46.4,94.0,0,0,0,0,0,0
L50128,L,300.7,309.5,90.0,1850.0,24.5,19.0,0,0,0,0,0,0
L54296,L,301.0,310.5,90.0,1601.0,33.2,77.0,0,0,0,0,0,0
M21190,M,300.5,310.0,90.0,1580.0,37.0,181.0,0,0,0,0,0,0
L48908,L,298.3,307.7,90.0,1465.0,49.4,109.0,0,0,0,0,0,0
M19036,M,302.3,310.7,90.0,1544.0,39.7,141.0,0,0,0,0,0,0
L47517,L,297.6,308.3,90.0,1742.0,27.7,13.0,0,0,0,0,0,0
L52164,L,303.8,313.1,90.0,1256.0,58.7,213.0,1,0,0,0,1,0
H36292,H,300.9,311.2,90.0,1518.0,35.0,90.0,0,0,0,0,0,0
L54428,L,300.0,310.1,90.0,1762.0,28.0,202.0,0,0,0,0,0,0
M23312,M,298.6,310.0,90.0,1512.0,37.5,27.0,0,0,0,0,0,0
L48406,L,299.6,308.4,90.0,1488.0,42.5,146.0,0,0,0,0,0,0
L54788,L,300.5,311.4,90.0,1483.0,27.1,37.0,0,0,0,0,0,0
M21687,M,301.0,310.9,90.0,1515.0,41.8,170.0,0,0,0,0,0,0
L50720,L,301.9,310.9,90.0,1574.0,31.4,27.0,0,0,0,0,0,0
L53048,L,301.5,311.1,90.0,1731.0,27.9,101.0,0,0,0,0,0,0
L49291,L,299.4,309.8,90.0,1436.0,47.9,75.0,0,0,0,0,0,0
L49871,L,300.0,309.6,90.0,1431.0,47.7,39.0,0,0,0,0,0,0
L54333,L,300.2,310.0,90.0,1493.0,47.3,172.0,0,0,0,0,0,0
M18567,M,299.6,311.3,90.0,1497.0,38.4,94.0,0,0,0,0,0,0
L48197,L,296.3,307.2,90.0,1637.0,31.6,27.0,0,0,0,0,0,0
L55691,L,298.4,309.7,90.0,1457.0,44.2,175.0,0,0,0,0,0,0
M17667,M,299.9,309.3,90.0,1452.0,41.9,106.0,0,0,0,0,0,0
L52195,L,303.9,309.9485790946597,90.0,1759.0,28.4,74.0,0,0,0,0,0,0
L49108,L,298.0,307.8,90.0,1483.0,29.9,24.0,0,0,0,0,0,0
H29764,H,297.6,308.3,90.0,1400.0,44.3,43.0,0,0,0,0,0,0
M20033,M,304.2,313.5,90.0,1483.0,28.1,94.0,0,0,0,0,0,0
M19052,M,299.6,311.0,90.0,1463.0,43.1,181.0,0,0,0,0,0,0
L49114,L,298.1,307.9,90.0,1698.0,33.3,40.0,0,0,0,0,0,0
L54081,L,301.0,311.7,90.0,1547.0,34.5,152.0,0,0,0,0,0,0
L52003,L,299.6,309.8,90.0,1493.0,38.7,14.0,0,0,0,0,0,0
H29978,H,297.6,309.6,90.0,1669.0,32.1,155.0,0,0,0,0,0,0
H30996,H,298.1,308.3,90.0,1530.0,42.0,184.0,0,0,0,0,0,0
L51874,L,303.4,311.5,90.0,1424.0,50.8,104.04401305817885,0,0,0,0,0,0
M17035,M,299.5,309.2,90.0,1590.0,35.9,22.0,0,0,0,0,0,0
M21888,M,300.6,310.6,90.0,1403.0,50.4,64.0,0,0,0,0,0,0
M19740,M,303.8,312.6,90.0,1527.0,41.9,94.0,0,0,0,0,0,0
H31642,H,299.4,308.6,90.0,1542.0,41.8,166.0,0,0,0,0,0,0
M15975,M,296.4,307.3,90.0,2077.0,19.1,80.0,0,0,0,0,0,0
L50306,L,300.0,309.4,90.0,1499.0,35.7,46.0,0,0,0,0,0,0
M18404,M,301.9,310.9,90.0,1483.0,37.0,35.0,0,0,0,0,0,0
H34462,H,304.0,313.2,90.0,1271.0,68.6,161.0,1,0,0,1,0,0
L54656,L,300.2,311.5,90.0,1492.0,41.8,128.0,0,0,0,0,0,0
L48001,L,296.7,307.6,90.0,1474.0,41.7,94.0,0,0,0,0,0,0
H35946,H,301.2,310.6,90.0,1352.0,52.0,69.0,0,0,0,0,0,0
M17132,M,299.3,308.6,90.0,1448.0,52.1,71.0,0,0,0,0,0,0
H34959,H,299.8752482392333,311.6,90.0,1357.0,44.2,142.0,0,0,0,0,0,0
L47261,L,298.9,308.9,90.0,1450.0,47.5,9.0,0,0,0,0,0,0
L48503,L,298.9,310.1,90.0,1361.0,51.7,192.0,0,0,0,0,0,0
M24265,M,297.7,308.1,90.0,1483.0,48.8,183.0,0,0,0,0,0,0
M16474,M,297.8,309.8,90.0,1802.0,25.8,43.0,0,0,0,0,0,0
M15691,M,296.6,307.4,90.0,1544.0,42.3,170.0,0,0,0,0,0,0
M18743,M,302.4,311.4,90.0,1534.0,40.1,41.0,0,0,0,0,0,0
M23501,M,297.6,308.5,90.0,1360.0,48.6,77.0,0,0,0,0,0,0
L51644,L,302.8,310.6,90.0,1671.0,30.5,94.0,0,0,0,0,0,0
M20199,M,303.4,312.7,90.0,1594.0,32.8,79.0,0,0,0,0,0,0
L55246,L,300.4,311.9,90.0,1868.0,21.3,94.0,0,0,0,0,0,0
H31063,H,298.0,307.9,90.0,1482.0,37.8,132.0,0,0,0,0,0,0
M18925,M,299.6,310.7,90.0,1511.0,37.6,70.0,0,0,0,0,0,0
L56845,L,299.2,310.3,90.0,1610.0,33.3,233.0,0,0,0,0,0,0
L50218,L,300.4,309.5,90.0,1349.0,50.4,30.0,0,0,0,0,0,0
L50500,L,301.5,310.5,90.0,2289.0,16.4,112.0,0,0,0,0,0,0
H36557,H,300.3,309.7,90.0,1582.0,30.8,144.0,0,0,0,0,0,0
H36303,H,300.9,311.4,90.0,1387.0,42.7,121.0,0,0,0,0,0,0
M19952,M,303.9,313.2,90.0,1608.0,40.6,79.0,0,0,0,0,0,0
M18580,M,302.4,311.4,90.0,1508.0,41.2,60.0,0,0,0,0,0,0
M17283,M,298.9,308.2,90.0,2022.0,20.0,23.0,0,0,0,0,0,0
L47929,L,296.6,308.0,90.0,1978.0,22.3,208.0,0,0,0,0,0,0
L52451,L,303.6,313.0,90.0,1534.0,39.7,115.0,0,0,0,0,0,0
L49553,L,299.2,308.4,90.0,1350.0,51.3,96.0,0,0,0,0,0,0
M19553,M,303.4,311.5,90.0,1817.0,24.7,125.0,0,0,0,0,0,0
M24739,M,298.8,309.8,90.0,1490.0,38.6,127.0,0,0,0,0,0,0
L55550,L,298.8,309.8,90.0,1634.0,33.6,27.0,0,0,0,0,0,0
L54499,L,299.8,310.2,90.0,1483.0,32.7,159.0,0,0,0,0,0,0
L51548,L,302.0,310.0,90.0,1664.0,28.6,190.0,0,0,0,0,0,0
L53965,L,301.2,310.6,90.0,1389.0,45.3,64.0,0,0,0,0,0,0
L54581,L,299.8,310.8,90.0,1409.0,51.9,154.0,0,0,0,0,0,0
M15999,M,297.0,307.9,90.0,1569.0,33.3,141.0,0,0,0,0,0,0
L54811,L,299.8752482392333,311.6,90.0,1444.0,49.3,92.0,0,0,0,0,0,0
L49411,L,299.4,308.6,90.0,1415.0,56.4,175.0,0,0,0,0,0,0
L49344,L,299.6,309.2,90.0,1540.0,36.7,221.0,0,0,0,0,0,0
M20077,M,303.8,309.8,90.0,1420.0,47.9,200.0,0,0,0,0,0,0
L56624,L,298.1,308.9,90.0,2136.0,15.9,78.0,0,0,0,0,0,0
M24097,M,298.1,308.8,90.0,1811.0,25.4,147.0,0,0,0,0,0,0
L51741,L,302.9,310.8,90.0,1610.0,32.2,17.0,0,0,0,0,0,0
L48750,L,298.2,308.4,90.0,1452.0,43.5,158.0,0,0,0,0,0,0
M15032,M,298.1,308.0,90.0,1924.0,20.8,29.0,0,0,0,0,0,0
M22023,M,300.1,310.1,90.0,1501.0,39.3,195.0,0,0,0,0,0,0
L49267,L,299.5,309.3,90.0,1483.0,36.6,14.0,0,0,0,0,0,0
H34081,H,303.3,311.4,90.0,1651.0,30.6,50.0,0,0,0,0,0,0
H33979,H,302.7,310.8,90.0,1275.0,55.0,25.0,1,0,1,0,0,0
L54269,L,299.8752482392333,309.8,90.0,1622.0,34.1,3.0,0,0,0,0,0,0
M21429,M,301.4,310.7,90.0,1375.0,42.0,168.0,0,0,0,0,0,0
L51963,L,303.7,312.5,90.0,1641.0,36.0,125.0,0,0,0,0,0,0
L49864,L,299.8,309.8,90.0,1460.0,37.4,25.0,0,0,0,0,0,0
M16692,M,297.8,307.4,90.0,1330.0,51.7,183.0,0,0,0,0,0,0
L55726,L,298.4,309.3,90.0,1716.0,28.4,66.0,0,0,0,0,0,0
L52245,L,299.6,313.0,90.0,1566.0,37.2,7.0,0,0,0,0,0,0
L56310,L,297.6,308.6,90.0,1576.0,32.7,83.0,0,0,0,0,0,0
L56535,L,298.3,308.9,90.0,1708.0,28.0,42.0,0,0,0,0,0,0
L51592,L,302.6,310.5,90.0,1450.0,43.2,68.0,0,0,0,0,0,0
M22067,M,299.7,309.9485790946597,90.0,1540.0,34.4,91.0,0,0,0,0,0,0
L57070,L,298.8,309.5,90.0,1645.0,32.8,157.0,0,0,0,0,0,0
H30248,H,296.6,307.4,90.0,1333.0,50.2,177.0,0,0,0,0,0,0
M21681,M,300.8,309.8,90.0,1545.0,37.5,155.0,0,0,0,0,0,0
L50961,L,302.3,310.8,90.0,1465.0,43.8,7.0,0,0,0,0,0,0
L56192,L,297.2,308.0,90.0,1705.0,26.0,200.0,0,0,0,0,0,0
L54679,L,299.8752482392333,311.8,90.0,1746.0,26.3,187.0,0,0,0,0,0,0
L50604,L,301.5,310.5,90.0,1593.0,32.9,155.0,0,0,0,0,0,0
L47245,L,299.0,309.8,90.0,1394.0,45.1,179.0,0,0,0,0,0,0
M17823,M,300.7,309.6,90.0,1439.0,43.0,61.0,0,0,0,0,0,0
M20529,M,302.2,311.5,90.0,1479.0,39.5,36.0,0,0,0,0,0,0
L56142,L,299.6,307.9,90.0,1628.0,30.2,80.0,0,0,0,0,0,0
L47534,L,297.6,308.3,90.0,1658.0,34.3,94.0,0,0,0,0,0,0
H37585,H,300.0,311.4,90.0,1483.0,34.5,155.0,0,0,0,0,0,0
L51210,L,299.6,310.8,90.0,2143.0,17.3,227.0,0,0,0,0,0,0
M23394,M,298.6,309.5,90.0,1483.0,43.3,33.0,0,0,0,0,0,0
L50831,L,302.1,311.5,90.0,1444.0,44.9,97.0,0,0,0,0,0,0
L53919,L,301.7,311.2,90.0,1482.0,43.6,154.0,0,0,0,0,0,0
L50477,L,301.2,310.3,90.0,1548.0,38.6,59.0,0,0,0,0,0,0
H33541,H,302.0,310.6,90.0,1438.0,43.2,12.0,0,0,0,0,0,0
L55223,L,300.7,311.9,90.0,1486.0,35.8,32.0,0,0,0,0,0,0
L51947,L,303.6,311.9,90.0,1483.0,50.1,84.0,0,0,0,0,0,0
M15332,M,297.4,309.0,90.0,1497.0,41.8,144.0,0,0,0,0,0,0
M18621,M,302.4,311.0,90.0,1490.0,37.1,168.0,0,0,0,0,0,0
L55797,L,297.6,308.6,90.0,1529.0,45.3,15.0,0,0,0,0,0,0
L50746,L,301.8,309.8,90.0,1295.0,62.3,91.0,0,0,0,0,0,0
L49940,L,299.8,309.9485790946597,90.0,1400.0,42.6,210.0,0,0,0,0,0,0
M15728,M,295.8,306.5,90.0,1514.0,37.7,60.0,0,0,0,0,0,0
L56562,L,299.6,308.2,90.0,1610.0,33.6,115.0,0,0,0,0,0,0
L55868,L,297.1,308.5,90.0,1483.0,46.9,203.0,0,0,0,0,0,0
M18912,M,301.9,309.8,90.0,1483.0,39.2,39.0,0,0,0,0,0,0
L53310,L,301.0,310.9,90.0,1473.0,44.2,116.0,0,0,0,0,0,0
M18104,M,301.0,309.6,90.0,1397.0,48.0,135.0,0,0,0,0,0,0
M19702,M,303.3,309.8,90.0,1489.0,49.4,64.0,0,0,0,0,0,0
M24190,M,298.4,309.0,90.0,1483.0,36.1,191.0,0,0,0,0,0,0
L52820,L,302.6,312.1,90.0,1420.0,51.6,182.0,0,0,0,0,0,0
L52960,L,301.7,309.8,90.0,1517.0,42.4,113.0,0,0,0,0,0,0
L55720,L,298.6,309.5,90.0,1687.0,29.3,47.0,0,0,0,0,0,0
H30489,H,296.9,307.8,90.0,1345.0,54.5,172.0,0,0,0,0,0,0
L50137,L,300.8,309.6,90.0,1483.0,45.8,47.0,0,0,0,0,0,0
L53932,L,299.6,310.9,90.0,1521.588947810716,29.5,193.0,0,0,0,0,0,0
L55837,L,297.4,308.4,90.0,1421.0,46.0,124.0,0,0,0,0,0,0
L54452,L,300.2,310.3,90.0,1202.0,59.5,40.0,0,0,0,0,0,0
L51939,L,303.5,311.6,90.0,1361.0,46.5,62.0,1,0,1,0,0,0
L52042,L,303.5,312.1,90.0,1326.0,55.7,114.0,0,0,0,0,0,0
H36439,H,300.6,310.6,90.0,1448.0,44.7,55.0,0,0,0,0,0,0
L54827,L,300.4,311.4,90.0,1728.0,31.7,133.0,0,0,0,0,0,0
L54341,L,300.2,310.2,90.0,1440.0,,94.0,0,0,0,0,0,0
L47253,L,299.6,309.1,90.0,1592.0,35.0,200.0,0,0,0,0,0,0
M19761,M,303.6,312.3,90.0,1630.0,32.4,223.0,0,0,0,0,0,0
L51555,L,302.0,309.9485790946597,90.0,1414.0,36.3,209.0,0,0,0,0,0,0
L53878,L,301.6,310.8,90.0,1483.0,44.7,46.0,0,0,0,0,0,0
L56985,L,298.4,309.2,90.0,1651.0,28.5,94.0,0,0,0,0,0,0
H30515,H,296.7,307.5,90.0,1607.0,33.6,38.0,0,0,0,0,0,0
M24397,M,299.3,310.6,90.0,1457.0,42.1,104.0,0,0,0,0,0,0
L54835,L,300.4,311.5,90.0,1596.0,32.5,154.0,0,0,0,0,0,0
M20095,M,303.7,309.8,90.0,1511.0,41.0,33.0,0,0,0,0,0,0
L52345,L,304.2,313.4,90.0,1421.0,43.4,94.0,0,0,0,0,0,0
M14978,M,298.8,308.6,90.0,1707.0,28.1,103.0,0,0,0,0,0,0
L49202,L,298.7,308.4,90.0,1373.0,46.9,60.0,0,0,0,0,0,0
L57065,L,298.8,309.6,90.0,1613.0,27.7,143.0,0,0,0,0,0,0
L49818,L,299.6,309.5,90.0,1739.0,27.5,128.0,0,0,0,0,0,0
M16894,M,298.8,309.8,90.0,1425.0,47.4,90.0,0,0,0,0,0,0
L49744,L,299.3,309.1,90.0,1493.0,38.0,151.0,0,0,0,0,0,0
L55845,L,297.6,308.7,90.0,1365.0,50.6,143.0,0,0,0,0,0,0
L50723,L,299.6,310.9,90.0,1449.0,36.5,33.0,0,0,0,0,0,0
M16079,M,299.6,308.1,90.0,1357.0,41.8,127.0,0,0,0,0,0,0
L56894,L,299.1,310.1,90.0,1894.0,20.1,106.0,0,0,0,0,0,0
L53891,L,301.5,310.7,90.0,1426.0,46.1,81.0,0,0,0,0,0,0
M17763,M,300.7,309.5,90.0,1733.0,26.7,108.0,0,0,0,0,0,0
M17886,M,300.4,309.5,90.0,1888.0,21.9,221.0,0,0,0,0,0,0
L49690,L,299.1,309.0,90.0,1405.0,53.8,94.0,0,0,0,0,0,0
L51381,L,302.4,311.0,90.0,2211.0,15.4,203.0,0,0,0,0,0,0
M18067,M,300.2,309.0,90.0,1642.0,31.2,37.0,0,0,0,0,0,0
L51669,L,302.5,310.4,90.0,1487.0,40.2,48.0,0,0,0,0,0,0
L49935,L,299.7,309.2,90.0,1478.0,38.8,199.0,0,0,0,0,0,0
M23749,M,297.7,308.8,90.0,2089.0,19.1,111.0,0,0,0,0,0,0
L47357,L,298.2,308.2,90.0,1988.0,21.4,94.0,0,0,0,0,0,0
L48823,L,298.0,307.8,90.0,1453.0,37.7,119.0,0,0,0,0,0,0
L56472,L,298.2,309.0,90.0,1643.0,34.1,91.0,0,0,0,0,0,0
L50698,L,301.9,311.0,90.0,1376.0,44.9,186.0,0,0,0,0,0,0
L48554,L,299.6,310.3,90.0,1553.0,36.8,97.0,0,0,0,0,0,0
L48900,L,298.2,307.7,90.0,1459.0,44.5,104.04401305817885,0,0,0,0,0,0
L51175,L,302.3,311.3,90.0,1483.0,31.6,135.0,0,0,0,0,0,0
L50868,L,302.0,311.2,90.0,1420.0,45.8,192.0,0,0,0,0,0,0
M17124,M,299.2,308.4,90.0,1415.0,43.5,53.0,0,0,0,0,0,0
L47267,L,299.0,309.0,90.0,1544.0,31.8,25.0,0,0,0,0,0,0
M17708,M,300.3,309.3,90.0,1391.0,57.9,204.0,0,0,0,0,0,0
M23547,M,297.2,308.5,90.0,1604.0,34.9,104.04401305817885,0,0,0,0,0,0
L47583,L,297.3,308.6,90.0,1273.0,59.8,182.0,0,0,0,0,0,0
H39314,H,298.7,309.2,90.0,1449.0,42.3,182.0,0,0,0,0,0,0
L51257,L,302.0,310.5,90.0,1521.588947810716,39.8,99.0,0,0,0,0,0,0
L54015,L,301.0,310.9,90.0,1809.0,25.7,104.04401305817885,0,0,0,0,0,0
M21397,M,301.3,310.5,90.0,1481.0,39.7,85.0,0,0,0,0,0,0
L49636,L,299.1,308.6,90.0,1555.0,36.6,104.0,0,0,0,0,0,0
L49931,L,299.7,309.1,90.0,1417.0,50.1,187.0,0,0,0,0,0,0
H31628,H,299.7,309.2,90.0,1521.588947810716,44.8,127.0,0,0,0,0,0,0
M15887,M,296.3,307.4,90.0,1335.0,50.5,48.0,0,0,0,0,0,0
L56883,L,298.9,310.0,90.0,1422.0,43.6,94.0,0,0,0,0,0,0
L48601,L,298.7,309.8,90.0,1589.0,31.8,217.0,0,0,0,0,0,0
H31850,H,299.0,308.2,90.0,1662.0,30.4,94.0,0,0,0,0,0,0
L51457,L,302.2,310.4,90.0,1743.0,28.1,170.0,0,0,0,0,0,0
L56789,L,299.0,310.1,90.0,1470.0,40.3,83.0,0,0,0,0,0,0
L48458,L,298.2,309.4,90.0,1398.0,52.9,79.0,0,0,0,0,0,0
L53400,L,301.1,310.8,90.0,1470.0,49.3,116.0,0,0,0,0,0,0
M19767,M,303.6,312.5,90.0,1607.0,33.7,14.0,0,0,0,0,0,0
L52244,L,304.0,313.0,90.0,1407.0,42.1,5.0,0,0,0,0,0,0
L49158,L,298.0,307.7,90.0,1442.0,43.6,104.04401305817885,0,0,0,0,0,0
L48241,L,296.7,307.9,90.0,1420.0,50.1,138.0,0,0,0,0,0,0
L52194,L,303.8,313.0,90.0,1452.0,38.6,72.0,0,0,0,0,0,0
L51715,L,302.4,310.2,90.0,1503.0,36.2,94.0,0,0,0,0,0,0
M21853,M,300.7,311.0,90.0,1740.0,25.6,176.0,0,0,0,0,0,0
M24113,M,298.2,309.0,90.0,1508.0,40.5,192.0,0,0,0,0,0,0
L48682,L,298.0,308.7,90.0,1462.0,48.2,204.0,0,0,0,0,0,0
L55748,L,297.9,308.6,90.0,1483.0,29.6,116.0,0,0,0,0,0,0
M24174,M,299.6,309.4,90.0,1565.0,33.7,150.0,0,0,0,0,0,0
L56016,L,297.4,308.9,90.0,1708.0,28.8,174.0,0,0,0,0,0,0
L56100,L,297.1,308.3,90.0,1496.0,45.8,94.0,0,0,0,0,0,0
L52098,L,303.3,312.2,90.0,1457.0,40.7,48.0,0,0,0,0,0,0
M15538,M,297.8,309.2,90.0,1295.0,61.2,12.0,0,0,0,0,0,0
L52256,L,304.2,313.2,90.0,1464.0,44.9,37.0,0,0,0,0,0,0
L55244,L,300.5,309.8,90.0,1596.0,34.8,87.0,0,0,0,0,0,0
L54748,L,299.6,311.0,90.0,1483.0,33.7,94.0,0,0,0,0,0,0
L47282,L,298.8,308.8,90.0,1555.0,40.6,61.0,0,0,0,0,0,0
M15817,M,295.7,306.4,90.0,1483.0,40.1,94.0,0,0,0,0,0,0
L55736,L,298.2,309.0,90.0,1489.0,40.6,89.0,0,0,0,0,0,0
L50965,L,302.3,310.9,90.0,1545.0,36.7,18.0,0,0,0,0,0,0
L56810,L,299.0,310.1,90.0,1483.0,35.8,142.0,0,0,0,0,0,0
L54353,L,300.1,310.1,90.0,1684.0,30.8,13.0,0,0,0,0,0,0
M18903,M,302.0,310.8,90.0,1445.0,46.3,17.0,0,0,0,0,0,0
L49828,L,299.8,309.4,90.0,1436.0,51.6,158.0,0,0,0,0,0,0
H35414,H,300.4,309.8,90.0,1431.0,43.2,0.0,0,0,0,0,0,0
L55107,L,300.7,311.9,90.0,1476.0,42.0,196.0,0,0,0,0,0,0
M17686,M,300.3,309.4,90.0,1612.0,33.1,150.0,0,0,0,0,0,0
L51274,L,299.6,310.5,90.0,1483.0,30.9,94.0,0,0,0,0,0,0
L54954,L,300.3,311.5,90.0,1634.0,31.9,36.0,0,0,0,0,0,0
H38672,H,298.3,309.0,90.0,1379.0,43.2,0.0,0,0,0,0,0,0
L55293,L,300.4,311.7,90.0,1459.0,45.6,3.0,0,0,0,0,0,0
M19632,M,303.6,312.0,90.0,1435.0,37.9,94.0,0,0,0,0,0,0
L49127,L,298.2,308.1,90.0,1462.0,49.9,69.0,0,0,0,0,0,0
M20969,M,300.8,310.9,90.0,1514.0,38.7,66.0,0,0,0,0,0,0
L49479,L,299.4,308.7,90.0,1483.0,62.9,134.0,1,0,0,1,0,0
L55024,L,299.6,311.7,90.0,1503.0,42.6,208.0,0,0,0,0,0,0
L51562,L,301.8,309.5,90.0,1525.0,39.6,227.0,0,0,0,0,0,0
L52605,L,302.5,312.2,90.0,1775.0,27.9,56.0,0,0,0,0,0,0
M21631,M,299.6,310.7,90.0,1962.0,22.5,28.0,0,0,0,0,0,0
L55758,L,297.5,308.2,90.0,1489.0,40.7,141.0,0,0,0,0,0,0
L51471,L,301.8,310.0,90.0,2032.0,19.0,203.0,0,0,0,0,0,0
M15388,M,297.5,309.5,90.0,1483.0,42.4,60.0,0,0,0,0,0,0
M16093,M,297.2,308.5,90.0,1364.0,55.6,94.0,0,0,0,0,0,0
L47959,L,296.8,308.0,90.0,1666.0,29.8,104.04401305817885,0,0,0,0,0,0
L53039,L,301.3,311.0,90.0,1542.0,33.6,80.0,0,0,0,0,0,0
M17919,M,300.0,309.0,90.0,1368.0,45.8,81.0,0,0,0,0,0,0
M23447,M,297.4,307.9,90.0,1627.0,34.3,166.0,0,0,0,0,0,0
L49040,L,297.8,307.6,90.0,1607.0,30.3,62.0,0,0,0,0,0,0
L55618,L,298.6,309.8,90.0,1469.0,42.8,205.0,0,0,0,0,0,0
L54583,L,299.8,310.8,90.0,1376.0,48.6,159.0,0,0,0,0,0,0
L51819,L,299.6,311.3,90.0,1657.0,31.8,217.0,0,0,0,0,0,0
L51430,L,302.6,311.0,90.0,1660.0,38.0,99.0,0,0,0,0,0,0
L49172,L,298.2,307.8,90.0,1375.0,46.6,188.0,0,0,0,0,0,0
M22239,M,299.6,310.1,90.0,1357.0,48.7,96.0,0,0,0,0,0,0
M22165,M,300.0,309.8,90.0,1790.0,25.7,123.0,0,0,0,0,0,0
L52483,L,303.9,313.2,90.0,1481.0,44.1,197.0,0,0,0,0,0,0
L55372,L,299.6,309.8,90.0,1229.0,65.2,209.0,1,0,0,0,1,0
M22307,M,300.3,311.9,90.0,1677.0,30.8,48.0,0,0,0,0,0,0
L49651,L,298.9,308.4,90.0,1483.0,51.1,138.0,0,0,0,0,0,0
L54377,L,300.0,310.0,90.0,1486.0,41.8,69.0,0,0,0,0,0,0
L52492,L,299.8752482392333,312.9,90.0,1873.0,23.5,7.0,0,0,0,0,0,0
M23895,M,297.3,308.1,90.0,1731.0,27.7,42.0,0,0,0,0,0,0
L48576,L,299.0,310.3,90.0,1483.0,39.2,153.0,0,0,0,0,0,0
L51182,L,302.1,311.2,90.0,1454.0,59.2,153.0,1,0,0,1,0,0
L52551,L,302.9,312.3,90.0,1435.0,47.7,173.0,0,0,0,0,0,0
L50415,L,300.8,309.4,90.0,1946.0,20.5,111.0,0,0,0,0,0,0
L48222,L,296.6,307.6,90.0,1542.0,37.4,88.0,0,0,0,0,0,0
L50478,L,301.2,309.8,90.0,1499.0,38.1,104.04401305817885,0,0,0,0,0,0
H36670,H,300.2,310.3,90.0,1408.0,42.5,0.0,0,0,0,0,0,0
L47437,L,298.0,308.0,90.0,1615.0,29.5,15.0,0,0,0,0,0,0
M22146,M,300.1,310.4,90.0,1480.0,37.1,77.0,0,0,0,0,0,0
L55796,L,297.6,308.6,90.0,1355.0,,94.0,0,0,0,0,0,0
L54996,L,299.8,309.8,90.0,1533.0,35.9,137.0,0,0,0,0,0,0
L53023,L,301.5,311.2,90.0,1700.0,28.8,39.0,0,0,0,0,0,0
L49269,L,299.5,309.3,90.0,1941.0,22.5,18.0,0,0,0,0,0,0
M22562,M,300.7,311.7,90.0,1701.0,30.8,44.0,0,0,0,0,0,0
M15363,M,297.6,309.2,90.0,1483.0,48.1,0.0,0,0,0,0,0,0
M20125,M,303.5,312.9,90.0,1883.0,,94.0,0,0,0,0,0,0
L55994,L,297.2,308.4,90.0,1462.0,51.2,102.0,0,0,0,0,0,0
L48525,L,298.5,310.0,90.0,1804.0,26.1,22.0,0,0,0,0,0,0
